MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
Public Joint Stock Company Bank Uralsib,uralsib,5310730000000000000,5310739999999999999,5310730000000000000,5310739999999999999
Bank Hapoalim B.M.,,5310840000000000000,5310840349999999999,5310840000000000000,5310840349999999999
Bank Hapoalim B.M.,,5310840350000000000,5310840359999999999,5310840350000000000,5310840359999999999
Bank Hapoalim B.M.,,5310840360000000000,5310849999999999999,5310840360000000000,5310849999999999999
Credit Union Payment Center (Limited Liability Company),expobank,5312050000000000000,5312059999999999999,5312050000000000000,5312059999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5312070000000000000,5312079999999999999,5312070000000000000,5312079999999999999
VTB Bank (Public Joint-Stock Company),vtb,5312330000000000000,5312339999999999999,5312330000000000000,5312339999999999999
Unicredit Bank,unicredit,5312360000000000000,5312369999999999999,5312360000000000000,5312369999999999999
JOINT-STOCK COMPANY SEVERGAZBANK,severgazbank,5313050000000000000,5313059999999999999,5313050000000000000,5313059999999999999
Sberbank of Russia,sber,5313100000000000000,5313109999999999999,5313100000000000000,5313109999999999999
Commercial Bank Renaissance Credit (Limited liability company),renaissance_credit,5313150000000000000,5313159999999999999,5313150000000000000,5313159999999999999
VTB Bank (Public Joint-Stock Company),vtb,5313170000000000000,5313179999999999999,5313170000000000000,5313179999999999999
Limited Liability Company Home Credit & Finance Bank,homecredit,5313270000000000000,5313279999999999999,5313270000000000000,5313279999999999999
Unicredit Bank,unicredit,5313440000000000000,5313449999999999999,5313440000000000000,5313449999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,binbank,5313510000000000000,5313519999999999999,5313510000000000000,5313519999999999999
Bank Zenit,bank_zenit,5313620000000000000,5313629999999999999,5313620000000000000,5313629999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5314120000000000000,5314129999999999999,5314120000000000000,5314129999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5314160000000000000,5314169999999999999,5314160000000000000,5314169999999999999
Credit Union Payment Center (Limited Liability Company),llc_bank_freedom_finance,5314840000000000000,5314849999999999999,5314840000000000000,5314849999999999999
Public Joint Stock Company Promsvyazbank,promsvyazbank,5315340000000000000,5315349999999999999,5315340000000000000,5315349999999999999
Credit Ural Bank,credit_ural_bank,5315430000000000000,5315439999999999999,5315430000000000000,5315439999999999999
VTB Bank (Public Joint-Stock Company),moscow_industrial_bank,5315440000000000000,5315449999999999999,5315440000000000000,5315449999999999999
MONEY MAIL RU,,5316248000000000000,5316248099999999999,5316248000000000000,5316248099999999999
"JOINT STOCK COMMERCIAL BANK ""MOSCOW INDUSTRIAL BANK""",moscow_industrial_bank,5316265900000000000,5316265999999999999,5316265900000000000,5316265999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5316570000000000000,5316579999999999999,5316570000000000000,5316579999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5316740000000000000,5316749999999999999,5316740000000000000,5316749999999999999
PJSC MTS Bank,mts_bank,5317337588000000000,5317337588999999999,5317337588200000000,5317337588299999999
PJSC MTS Bank,mts_bank,5317337588000000000,5317337588999999999,5317337588300000000,5317339999999999999
MONEY MAIL RU,,5317432700000000000,5317432799999999999,5317432700000000000,5317432799999999999
Joint Stock Company Commercial Bank Citibank,citibank,5318090000000000000,5318099999999999999,5318090000000000000,5318099999999999999
VTB Bank (Public Joint-Stock Company),moscow_industrial_bank,5318600000000000000,5318609999999999999,5318600000000000000,5318609999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5319410000000000000,5319419999999999999,5319410000000000000,5319419999999999999
Armbusinessbank Closed Joint Stock Company,armbusinessbank_cjsc,5319440000000000000,5319440099999999999,5319440000000000000,5319449999999999999
PJSC Orient Finans,OrientFinans,5319510000000000000,5319519999999999999,5319510000000000000,5319519999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5319910000000000000,5319919999999999999,5319910000000000000,5319919999999999999
VTB Bank (Public Joint-Stock Company),vtb,5319960000000000000,5319969999999999999,5319960000000000000,5319969999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,ojsc_narodny_doveritelny_bank,5320780000000000000,5320789999999999999,5320780000000000000,5320789999999999999
National Bank for Foreign Economic Activity of the Republic of Uzbekis,national_bank_for_foreign_economic_activity_of_the_republic_of_uzbekistan,5321540010000000000,5321540029999999999,5321540010000000000,5321540029999999999
National Bank for Foreign Economic Activity of the Republic of Uzbekis,national_bank_for_foreign_economic_activity_of_the_republic_of_uzbekistan,5321540030000000000,5321540049999999999,5321540030000000000,5321540049999999999
National Bank for Foreign Economic Activity of the Republic of Uzbekis,national_bank_for_foreign_economic_activity_of_the_republic_of_uzbekistan,5321540050000000000,5321540069999999999,5321540050000000000,5321540069999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321860000000000000,5321867199999999999,5321860000000000000,5321867199999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321867200000000000,5321867499999999999,5321867200000000000,5321867499999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321867500000000000,5321867599999999999,5321867500000000000,5321867599999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321867600000000000,5321867699999999999,5321867600000000000,5321867699999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321867700000000000,5321867899999999999,5321867700000000000,5321867899999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321867900000000000,5321867999999999999,5321867900000000000,5321867999999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321868000000000000,5321868299999999999,5321868000000000000,5321868299999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321868300000000000,5321868399999999999,5321868300000000000,5321868399999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321868400000000000,5321868699999999999,5321868400000000000,5321868699999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321868700000000000,5321868999999999999,5321868700000000000,5321868999999999999
Bank Saint Petersburg Public Joint-Stock Company,sankt_peterburg,5321869000000000000,5321869999999999999,5321869000000000000,5321869999999999999
PJSC ROSBANK,,5321900000000000000,5321900099999999999,5321900000000000000,5321900099999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5322230000000000000,5322239999999999999,5322230000000000000,5322239999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5323010000000000000,5323019999999999999,5323010000000000000,5323019999999999999
Joint Stock Company Belagroprombank,belagroprom,5323080000000000000,5323089999999999999,5323080000000000000,5323089999999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5323150000000000000,5323159999999999999,5323150000000000000,5323159999999999999
Cetelem Bank Limited liability company,cetelem_bank_limited_liability_company,5323250000000000000,5323259999999999999,5323250000000000000,5323259999999999999
Cetelem Bank Limited liability company,cetelem_bank_limited_liability_company,5323260000000000000,5323269999999999999,5323260000000000000,5323269999999999999
VTB Bank (Public Joint-Stock Company),vtb,5323300000000000000,5323309999999999999,5323300000000000000,5323309999999999999
PJSC ROSBANK,rosbank,5323360000000000000,5323369999999999999,5323360000000000000,5323369999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5323490000000000000,5323499999999999999,5323490000000000000,5323499999999999999
Joint-Stock Company Russian Regional Development Bank (RRDB),vbrr,5323560000000000000,5323560299999999999,5323560000000000000,5323560299999999999
Joint-Stock Company Russian Regional Development Bank (RRDB),vbrr,5323560000000000000,5323560299999999999,5323560000000000000,5323569999999999999
Joint-Stock Company Russian Regional Development Bank (RRDB),vbrr,5323560300000000000,5323560319999999999,5323560300000000000,5323560319999999999
Joint-Stock Company Russian Regional Development Bank (RRDB),vbrr,5323560320000000000,5323569999999999999,5323560320000000000,5323569999999999999
China Construction Bank,promsvyazbank,5324210000000000000,5324219999999999999,5324210000000000000,5324219999999999999
Subsidiary Bank Sberbank of Russia Joint Stock Company,sberbank_kz,5324240000000000000,5324249999999999999,5324240000000000000,5324249999999999999
JSC Altyn Bank,altyn_bank,5324560000000000000,5324563499999999999,5324560000000000000,5324569999999999999
Bank Zenit,bank_zenit,5324610000000000000,5324619999999999999,5324610000000000000,5324619999999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5325674700000000000,5325674799999999999,5325674700000000000,5325674799999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100000000000000,5326100219999999999,5326100000000000000,5326100219999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100220000000000,5326100229999999999,5326100220000000000,5326100229999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100230000000000,5326100309999999999,5326100230000000000,5326100309999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100310000000000,5326100329999999999,5326100310000000000,5326100329999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100330000000000,5326100349999999999,5326100330000000000,5326100349999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100350000000000,5326100359999999999,5326100350000000000,5326100359999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326100360000000000,5326101239999999999,5326100360000000000,5326101239999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101240000000000,5326101249999999999,5326101240000000000,5326101249999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101250000000000,5326101309999999999,5326101250000000000,5326101309999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101310000000000,5326101329999999999,5326101310000000000,5326101329999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101330000000000,5326101349999999999,5326101330000000000,5326101349999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101350000000000,5326101359999999999,5326101350000000000,5326101359999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326101360000000000,5326102309999999999,5326101360000000000,5326102309999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326102310000000000,5326102329999999999,5326102310000000000,5326102329999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326102330000000000,5326103309999999999,5326102330000000000,5326103309999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326103310000000000,5326103329999999999,5326103310000000000,5326103329999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326103330000000000,5326105299999999999,5326103330000000000,5326105299999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326105300000000000,5326105309999999999,5326105300000000000,5326105309999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326105310000000000,5326109999999999999,5326105310000000000,5326109999999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326110000000000000,5326110739999999999,5326110000000000000,5326110739999999999
ISRACARD LTD.,europay_eurocard_israel_ltd,5326110740000000000,5326110749999999999,5326110740000000000,5326110749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326110750000000000,5326111739999999999,5326110750000000000,5326111739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326111740000000000,5326111749999999999,5326111740000000000,5326111749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326111750000000000,5326112739999999999,5326111750000000000,5326112739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326112740000000000,5326112749999999999,5326112740000000000,5326112749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326112750000000000,5326113739999999999,5326112750000000000,5326113739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326113740000000000,5326113749999999999,5326113740000000000,5326113749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326113750000000000,5326114739999999999,5326113750000000000,5326114739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326114740000000000,5326114749999999999,5326114740000000000,5326114749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326114750000000000,5326115739999999999,5326114750000000000,5326115739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326115740000000000,5326115749999999999,5326115740000000000,5326115749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326115750000000000,5326116739999999999,5326115750000000000,5326116739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326116740000000000,5326116749999999999,5326116740000000000,5326116749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326116750000000000,5326117739999999999,5326116750000000000,5326117739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326117740000000000,5326117749999999999,5326117740000000000,5326117749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326117750000000000,5326118739999999999,5326117750000000000,5326118739999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326118740000000000,5326118749999999999,5326118740000000000,5326118749999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326118750000000000,5326119999999999999,5326118750000000000,5326119999999999999
Isracard Ltd.,europay_eurocard_israel_ltd,5326120000000000000,5326120739999999999,5326120000000000000,5326120739999999999
